id,word,pinyin,definition,definition_th,level,example_sentence,example_pinyin
2073,外面,"wài miàn, wài mian",outside,ภายนอก,3,外面很冷。,Wài miàn hěn lěng.
2074,玩具,wán jù,toy,ของเล่น,3,这个玩具很漂亮。,zhè ge wán jù hěn piào liang.
2075,危险,wēi xiǎn,dangerous; perilous; hazardous,อันตราย,3,过马路很危险。,Guò mǎlù hěn wēi xiǎn.
2076,卫生间,wèi shēng jiān,"bathroom, toilet, restroom","ห้องน้ำ, ห้องสุขา",3,卫生间在那边。,Wèi shēng jiān zài nà biān.
2077,危害,wēi hài,"to harm, to endanger, to cause damage","ทำอันตราย, สร้างความเสียหาย, เป็นภัย",3,吸烟危害健康。,xī yān wēi hài jiàn kāng.
2078,卫生,wèi shēng,"hygiene, sanitation, cleanliness","สุขอนามัย, ความสะอาด",3,注意卫生很重要。,zhù yì wèi shēng hěn zhòng yào.
2079,温暖,wēn nuǎn,warm,อบอุ่น,3,春天很温暖。,chūn tiān hěn wēn nuǎn.
2080,围,"Wéi, wéi",to encircle; to surround; to wrap around (as with clothing),ล้อมรอบ; ห่อหุ้ม (เช่น กับเสื้อผ้า),3,妈妈围了一条围巾。,Māma wéi le yī tiáo wéijīn.
2081,文化,wén huà,culture,วัฒนธรรม,3,中国文化很有意思。,Zhōngguó wénhuà hěn yǒuyìsi.
2082,文学,wén xué,literature,วรรณกรรม,3,我喜欢文学课。,Wǒ xǐhuān wénxué kè.
2083,握手,wò shǒu,to shake hands,จับมือ,3,我们握手吧。,wǒ men wò shǒu ba.
2084,屋子,wū zi,room,ห้อง,3,我的屋子很大。,Wǒ de wū zi hěn dà.
2085,武器,wǔ qì,weapon,อาวุธ,3,警察有武器。,jǐng chá yǒu wǔ qì.
2086,文字,wén zì,"characters, script, writing, written language","ตัวอักษร, ตัวเขียน, ภาษาเขียน, การเขียน",3,这些文字很漂亮。,zhè xiē wén zì hěn piào liang.
2087,西部,xī bù,western region,ภาคตะวันตก,3,中国西部很大。,Zhōngguó xībù hěn dà.
2088,下去,xià qù,to go down; to descend; to continue; to go on,ลงไป; ลงมา; ดำเนินต่อไป,3,请继续下去。,Qǐng jìxù xià qù.
2089,希望,xī wàng,to hope; to wish; hope (noun),หวัง; ความหวัง,3,我希望明天天气好。,Wǒ xīwàng míngtiān tiānqì hǎo.
2090,舞台,wǔ tái,stage; platform; arena; a place for performance or activity,เวที; สถานที่สำหรับการแสดงหรือกิจกรรม,3,他在舞台上唱歌。,tā zài wǔ tái shàng chàng gē.
2091,显然,xiǎn rán,"obviously, clearly, evidently","อย่างชัดเจน, อย่างเห็นได้ชัด",3,他显然很高兴。,tā xiǎn rán hěn gāo xìng.
2092,显得,xiǎn de,to appear; to seem; to look,ดูเหมือน; ปรากฏว่า,3,他显得很高兴。,tā xiǎn de hěn gāoxìng.
2093,下面,"xià mian, xià miàn",below; under; next; the following,ด้านล่าง; ข้างล่าง; ต่อไป; ต่อไปนี้,3,请坐在下面。,Qǐng zuò zài xià miàn.
2094,需求,xū qiú,demand; requirement; need,ความต้องการ; ความจำเป็น,3,我们的需求很大。,wǒ men de xū qiú hěn dà.
2095,修,"Xiū, xiū","to repair, to fix, to mend; to study, to cultivate; to build, to construct","ซ่อมแซม, ซ่อม; ศึกษา, ฝึกฝน; สร้าง, ก่อสร้าง",3,我爸爸会修车。,Wǒ bàba huì xiū chē.
2096,需要,xū yào,to need; to require; need; requirement,ต้องการ; ความต้องการ,3,我需要买一本书。,Wǒ xū yào mǎi yī běn shū.
2097,宣布,xuān bù,to announce; to declare; to proclaim,ประกาศ; แถลง; ประกาศให้ทราบ,3,老师宣布明天放假。,lǎo shī xuān bù míng tiān fàng jià.
2098,压,"yā, yà",to press; to push down; to suppress,กด; อัด; ระงับ,3,别压我的书。,Bié yā wǒ de shū.
2099,压力,yā lì,pressure,ความกดดัน,3,工作压力很大。,gōng zuò yā lì hěn dà.
2100,烟,yān,smoke; tobacco; cigarette,ควัน; ยาสูบ; บุหรี่,3,爸爸不抽烟。,Bàba bù chōu yān.
2101,演唱,yǎn chàng,"to sing (performatively, often in front of an audience)",ร้องเพลง (เป็นการแสดงต่อหน้าผู้ชม),3,他演唱了一首歌。,tā yǎn chàng le yī shǒu gē.
2102,演员,yǎn yuán,"actor, actress, performer",นักแสดง,3,那个演员演得很好。,nà ge yǎn yuán yǎn de hěn hǎo.
2103,羊,"Yáng, yáng",sheep; goat,แกะ; แพะ,3,我喜欢白色的羊。,Wǒ xǐhuān báisè de yáng.
2104,阳光,yáng guāng,sunlight,แสงแดด,3,今天的阳光很温暖。,jīn tiān de yáng guāng hěn wēn nuǎn.
2105,一切,yī qiè,"everything, all","ทุกสิ่ง, ทั้งหมด",3,一切都好。,Yī qiè dōu hǎo.
2106,已,yǐ,already; to stop; then; afterwards,แล้ว; หยุด; จากนั้น; หลังจากนั้น,3,他已经走了。,Tā yǐjīng zǒu le.
2107,艺术,yì shù,art,ศิลปะ,3,我喜欢看艺术展览。,Wǒ xǐhuān kàn yìshù zhǎnlǎn.
2108,意义,yì yì,"meaning, significance, importance","ความหมาย, ความสำคัญ",3,学习中文很有意义。,xué xí zhōng wén hěn yǒu yì yì.
2109,意外,yì wài,unexpected; accident; mishap,ไม่คาดคิด; อุบัติเหตุ; เหตุการณ์ที่ไม่คาดฝัน,3,这真是个意外。,zhè zhēn shì gè yì wài.
2110,银牌,yín pái,silver medal,เหรียญเงิน,3,他得了银牌。,tā dé le yín pái.
2111,印象,yìn xiàng,impression,ความประทับใจ,3,我对他的印象很好。,Wǒ duì tā de yìnxiàng hěn hǎo.
2112,银,yín,silver; silver-colored; relating to money or currency,เงิน; สีเงิน; เกี่ยวกับเงินตราหรือสกุลเงิน,3,这个戒指是银的。,Zhège jièzhi shì yín de.
2113,迎接,yíng jiē,"to welcome, to greet, to meet (someone arriving)","ต้อนรับ, อวยรับ, พบปะ (ผู้ที่มาถึง)",3,我们迎接客人。,wǒ men yíng jiē kè rén.
2114,赢,yíng,to win; to beat; to gain profit,ชนะ; ได้รับชัยชนะ; ได้กำไร,3,我们赢了比赛。,Wǒmen yíngle bǐsài.
2115,优点,yōu diǎn,"advantage, merit, strong point","ข้อดี, จุดแข็ง",3,他的优点很多。,tā de yōu diǎn hěn duō.
2116,优势,yōu shì,"advantage, superiority","ข้อได้เปรียบ, ความเหนือกว่า",3,他有身高优势。,tā yǒu shēn gāo yōu shì.
2117,邮件,yóu jiàn,"mail, email, postal item","จดหมาย, อีเมล, สิ่งของที่ส่งทางไปรษณีย์",3,我收到一封邮件。,wǒ shōu dào yì fēng yóu jiàn.
2118,邮票,yóu piào,postage stamp,แสตมป์ไปรษณีย์,3,我买了一张邮票。,wǒ mǎi le yī zhāng yóu piào.
2119,游戏,yóu xì,game,เกม,3,孩子们喜欢玩游戏。,hái zi men xǐ huān wán yóu xì.
2120,邮箱,yóu xiāng,"mailbox, post office box","ตู้ไปรษณีย์, ตู้จดหมาย",3,我的邮箱在门口。,Wǒ de yóu xiāng zài mén kǒu.
2121,游泳,yóu yǒng,to swim; swimming,ว่ายน้ำ,3,我喜欢在夏天游泳。,wǒ xǐ huān zài xià tiān yóu yǒng.
2122,有的是,yǒu de shì,to have plenty of; there's no shortage of,มีมากมาย; ไม่ขาดแคลน,3,我们有的是时间。,Wǒmen yǒu de shì shíjiān.
2123,有效,yǒu xiào,effective; valid; in effect,มีประสิทธิภาพ; ใช้ได้; มีผล,3,这个方法很有效。,Zhège fāngfǎ hěn yǒu xiào.
2124,预报,yù bào,"forecast, prediction","พยากรณ์, ทำนาย",3,天气预报说明天会下雨。,tiān qì yù bào shuō míng tiān huì xià yǔ.
2125,预计,yù jì,"to estimate, to forecast, to predict","คาดการณ์, ประมาณการ, ทำนาย",3,预计明天会下雨。,Yù jì míng tiān huì xià yǔ.
2126,员,yuán,"person, employee, member","บุคคล, พนักงาน, สมาชิก",3,他是公司员工。,Tā shì gōngsī yuángōng.
2127,愿望,yuàn wàng,"wish, aspiration, desire","ความปรารถนา, ความต้องการ",3,我的愿望是去北京。,Wǒ de yuànwàng shì qù Běijīng.
2128,运输,yùn shū,transportation; shipping; haulage,การขนส่ง; การลำเลียง,3,火车运输货物。,huǒ chē yùn shū huò wù.
2129,乐队,yuè duì,musical band,วงดนตรี,3,乐队在公园里表演。,yuè duì zài gōng yuán lǐ biǎo yǎn.
2130,杂志,zá zhì,magazine,นิตยสาร,3,我买一本杂志。,wǒ mǎi yī běn zá zhì.
2131,责任,zé rèn,"responsibility, duty",ความรับผิดชอบ,3,这是我的责任。,zhè shì wǒ de zé rèn.
2132,增加,zēng jiā,to increase; to add,เพิ่ม; เพิ่มขึ้น,3,我们增加了工作时间。,wǒ men zēng jiā le gōng zuò shí jiān.
2133,增长,zēng zhǎng,"to increase, to grow","เพิ่มขึ้น, เติบโต",3,我的知识增长了。,Wǒ de zhīshi zēngzhǎng le.
2134,张,"Zhāng, zhāng","to open; to spread; a sheet (of paper); classifier for flat objects, sheets, or votes",เปิด; กาง; แผ่น (กระดาษ); หน่วยนับสำหรับวัตถุแบน แผ่น หรือบัตรลงคะแนน,3,我有一张纸。,Wǒ yǒu yī zhāng zhǐ.
2135,展开,zhǎn kāi,"to unfold, to spread out, to carry out, to launch","กางออก, คลี่ออก, ดำเนินการ, เริ่มต้น",3,我们展开地图看。,wǒ men zhǎn kāi dì tú kàn.
2136,真实,zhēn shí,"real, true, authentic","จริง, แท้, จริงใจ",3,这个故事很真实。,zhè gè gù shi hěn zhēn shí.
2137,争,zhēng,to strive for; to compete for; to argue,ดิ้นรนเพื่อ; แข่งขันเพื่อ; โต้เถียง,3,他们争第一名。,tāmen zhēng dì yī míng.
2138,争取,zhēng qǔ,"to strive for, to fight for, to try to win","ดิ้นรนเพื่อ, ต่อสู้เพื่อ, พยายามเพื่อให้ได้มา",3,我要争取第一名。,Wǒ yào zhēng qǔ dì yī míng.
2139,整理,zhěng lǐ,"to tidy up, to organize, to arrange","จัดเรียง, จัดระเบียบ, ทำความสะอาด",3,我整理房间。,wǒ zhěng lǐ fáng jiān.
2140,整,zhěng,"whole, complete, entire; in order; to tidy up, to arrange; to repair, to fix","ทั้งหมด, ทั้งสิ้น, เต็ม; เป็นระเบียบ; จัดให้เป็นระเบียบ, เรียบเรียง; ซ่อมแซม, แก้ไข",3,我整理我的房间。,Wǒ zhěnglǐ wǒ de fángjiān.
2141,整个,zhěng gè,"whole, entire, total","ทั้งหมด, ทั้งหมดทั้งสิ้น, ทั้งหมด",3,整个房间很干净。,zhěng gè fáng jiān hěn gān jìng.
2142,整齐,zhěng qí,"neat, tidy, orderly","เป็นระเบียบเรียบร้อย, สะอาดตา",3,他的书桌很整齐。,tā de shū zhuō hěn zhěng qí.
2143,整天,zhěng tiān,"all day long, the whole day","ทั้งวัน, ตลอดทั้งวัน",3,他整天都在工作。,tā zhěng tiān dōu zài gōng zuò.
2144,整整,zhěng zhěng,"whole, full, entire (emphasizing completeness or exactness)","ทั้งหมด, เต็ม, ทั้งมวล (เน้นความสมบูรณ์หรือความแน่นอน)",3,我等了整整三小时。,wǒ děng le zhěng zhěng sān xiǎo shí.
2145,正式,zhèng shì,formal; official,เป็นทางการ; อย่างเป็นทางการ,3,这是正式会议。,zhè shì zhèng shì huì yì.
2146,证,zhèng,"certificate, proof, to prove, to demonstrate, to confirm","ใบรับรอง, หลักฐาน, พิสูจน์, แสดงให้เห็น, ยืนยัน",3,这是我的学生证。,Zhè shì wǒ de xuéshēng zhèng.
2147,证据,zhèng jù,"evidence, proof","หลักฐาน, ข้อพิสูจน์",3,警察找到了证据。,jǐng chá zhǎo dào le zhèng jù.
2148,支付,zhī fù,to pay (money),จ่ายเงิน,3,我可以用手机支付吗？,Wǒ kěyǐ yòng shǒujī zhī fù ma?
2149,证明,zhèng míng,"proof, certificate, evidence, verification","หลักฐาน, ใบรับรอง, การพิสูจน์",3,这是我的证明。,zhè shì wǒ de zhèng míng.
